date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_per_sqft,age,renovated
2015-01-20,197200.0,3,1.0,1140,8775,1.0,0,0,3,6,990,150,1942,98146,1300,8775,172.98245614035088,82,0
2014-07-03,529950.0,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,1909,98107,1240,4900,427.3790322580645,115,0
2014-05-05,1090000.0,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,98053,2720,97138,251.1520737327189,32,0
2014-05-20,792000.0,3,1.5,1570,1050,2.0,0,0,3,8,1570,0,1915,98109,2070,3600,504.45859872611464,109,0
2014-08-20,262000.0,3,2.5,1680,10300,2.0,0,0,4,7,1680,0,1994,98010,1680,9849,155.95238095238096,30,0
2014-10-07,353900.0,3,1.75,1560,5760,1.0,0,0,5,6,780,780,1927,98106,1320,7680,226.85897435897436,97,0
2014-08-18,380000.0,1,1.5,1200,44866,1.5,0,0,3,7,1200,0,1983,98019,1480,67082,316.6666666666667,41,0
2015-03-27,305000.0,3,2.5,1690,5175,2.0,0,0,3,7,1690,0,2002,98038,1830,5175,180.47337278106508,22,0
2015-04-20,440000.0,4,2.0,2310,5004,1.0,0,0,3,7,1430,880,1994,98108,1630,5060,190.47619047619048,30,0
2014-06-17,1008000.0,4,3.5,2650,3060,2.0,0,0,3,9,2060,590,2001,98103,1470,3060,380.37735849056605,23,0
2014-09-19,549900.0,5,3.0,3610,7555,2.0,0,0,3,8,3610,0,2003,98038,3610,7979,152.32686980609418,21,0
2015-01-27,678500.0,4,3.0,2620,214750,2.0,0,0,3,8,2620,0,1992,98058,2060,212137,258.96946564885496,32,0
2014-08-26,270000.0,3,2.25,1760,8287,1.0,0,0,3,7,1160,600,1986,98188,1290,9587,153.4090909090909,38,0
2015-03-30,430000.0,3,1.0,940,12521,1.5,0,0,4,7,940,0,1949,98133,1920,9046,457.4468085106383,75,0
2014-06-30,1925000.0,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,98144,4470,9194,398.5507246376812,110,0
2014-08-13,790500.0,4,2.75,3350,5416,2.0,0,0,3,9,3350,0,2014,98053,3625,5637,235.97014925373134,10,0
2014-10-17,447450.0,3,2.25,1570,7200,2.0,0,0,3,8,1570,0,1991,98034,1620,7318,285.0,33,0
2015-02-09,375000.0,3,2.0,2240,5200,1.0,0,0,3,7,1630,610,1954,98112,1470,3775,167.41071428571428,70,0
2015-02-06,565000.0,4,2.0,1950,9940,1.0,0,0,4,7,1950,0,1963,98008,1920,9270,289.7435897435897,61,0
2015-04-23,400000.0,2,1.0,1010,3916,1.0,0,2,4,6,810,200,1918,98144,1580,3888,396.03960396039605,106,0
2015-02-20,246000.0,3,1.5,1630,10200,1.0,0,0,4,8,1300,330,1976,98023,1960,6700,150.920245398773,48,0
2014-10-29,329922.0,3,1.75,1420,6289,1.0,0,0,3,7,1100,320,1967,98155,1460,7402,232.3394366197183,57,0
2015-04-14,1249000.0,5,3.25,3950,44431,1.0,0,0,3,10,2100,1850,1969,98005,3860,45870,316.2025316455696,55,0
2015-04-20,375000.0,3,1.0,1210,7425,1.0,0,0,4,6,1210,0,1910,98133,1260,7425,309.91735537190084,114,0
2014-05-08,385000.0,3,1.75,1890,9920,1.0,0,0,3,7,1230,660,1944,98125,1380,9086,203.7037037037037,80,0
2014-09-03,591500.0,4,2.5,1690,4080,1.5,0,0,4,7,1140,550,1912,98117,1600,4590,350.0,112,0
2014-09-18,255000.0,4,2.0,2560,12155,1.0,0,0,4,7,1350,1210,1960,98003,1790,11906,99.609375,64,0
2015-03-16,275000.0,3,1.5,1350,7800,1.0,0,0,3,7,1350,0,1959,98059,1510,8040,203.7037037037037,65,0
2014-12-29,800000.0,4,2.75,3120,5000,2.0,0,0,3,9,3120,0,2010,98074,3200,5000,256.4102564102564,14,0
2015-04-25,327000.0,2,1.0,1140,7435,1.0,0,0,3,7,1140,0,1952,98125,1320,9385,286.8421052631579,72,1
2014-12-30,355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1220,1010,1954,98166,2170,12465,159.1928251121076,70,0
2014-10-03,310000.0,2,1.0,1050,8220,1.0,0,0,4,6,780,270,1947,98155,1340,7651,295.23809523809524,77,0
2014-05-19,869000.0,5,3.25,4180,49222,2.0,0,0,4,8,2880,1300,1979,98027,3170,8029,207.89473684210526,45,0
2014-08-08,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942,98178,1190,6384,226.66666666666666,82,0
2014-07-11,665000.0,5,2.25,3320,60984,2.0,0,0,3,9,3320,0,2000,98045,1580,55322,200.3012048192771,24,0
2014-11-17,225000.0,3,2.5,1590,8449,2.0,0,0,3,7,1590,0,1989,98030,1750,7172,141.50943396226415,35,0
2014-12-26,375000.0,3,2.5,2750,37096,2.0,0,0,3,9,2750,0,1989,98038,2700,40091,136.36363636363637,35,0
2014-06-10,375500.0,3,1.5,1530,7200,1.0,0,0,3,8,1530,0,1975,98155,2150,7216,245.4248366013072,49,0
2015-04-02,550000.0,3,1.75,1570,6500,1.0,0,0,3,7,920,650,1948,98116,1570,5750,350.31847133757964,76,0
2014-09-18,248000.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,98106,1470,6784,168.7074829931973,78,0
2015-05-06,546940.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,98106,1470,6784,372.06802721088434,78,0
2014-09-02,680000.0,4,3.0,3150,6175,2.0,0,0,3,9,3150,0,2001,98075,3150,6986,215.87301587301587,23,0
2014-07-18,350000.0,4,2.5,2380,6124,2.0,0,0,3,8,2380,0,1997,98030,2170,6097,147.05882352941177,27,0
2015-03-25,593000.0,2,2.5,2000,2500,3.0,0,1,3,8,1810,190,1994,98116,1970,5650,296.5,30,0
2015-03-19,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,98125,1260,8148,342.10526315789474,66,0
2014-10-07,297000.0,3,1.0,1340,18000,1.0,0,0,4,7,1340,0,1924,98070,1660,196591,221.6417910447761,100,0
2015-03-05,355000.0,2,1.0,1450,9150,1.0,0,0,4,7,1450,0,1965,98188,1440,10636,244.82758620689654,59,0
2014-08-14,309900.0,3,2.5,2020,26670,2.0,0,0,3,7,2020,0,1987,98003,1680,10939,153.41584158415841,37,0
2014-09-24,257000.0,3,2.25,1810,12000,2.0,0,0,3,7,1810,0,1992,98003,1720,9916,141.9889502762431,32,0
2014-08-26,1698000.0,4,3.0,3600,9687,2.0,0,0,4,9,3600,0,1959,98004,2620,10400,471.6666666666667,65,1
2015-01-13,300000.0,3,2.0,1260,2550,2.0,0,0,3,7,1260,0,1987,98117,1590,3825,238.0952380952381,37,0
2014-12-17,500000.0,3,2.0,1560,1156,3.0,0,0,3,8,1560,0,2014,98122,1560,1728,320.5128205128205,10,0
2014-10-16,900000.0,8,4.0,4020,7500,1.0,0,0,3,8,2010,2010,1968,98107,1560,3737,223.88059701492537,56,0
2014-05-15,695000.0,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,98075,2970,6228,220.63492063492063,23,0
2014-12-18,213400.0,4,2.5,1680,6655,2.0,0,0,3,7,1680,0,2001,98030,1680,6982,127.02380952380952,23,0
2014-07-09,425000.0,2,1.0,1320,8830,1.0,0,0,3,7,1020,300,1939,98199,1620,8531,321.969696969697,85,0
2014-08-11,420000.0,3,3.0,2700,47050,2.0,0,0,4,9,1570,1130,1986,98058,2260,45901,155.55555555555554,38,0
2015-02-09,411000.0,1,1.0,1080,5000,1.5,0,0,3,7,1080,0,1948,98199,1620,4000,380.55555555555554,76,0
2015-02-09,762500.0,4,2.25,3130,41382,2.0,0,0,3,9,3130,0,1986,98053,3130,54886,243.6102236421725,38,0
2014-05-27,569950.0,5,4.5,4850,40902,2.0,0,0,3,10,4850,0,2001,98023,1640,13503,117.51546391752578,23,0
2015-04-24,258000.0,4,1.0,1220,8500,1.5,0,0,5,6,1220,0,1916,98168,1460,8500,211.47540983606558,108,0
2015-02-24,499000.0,3,2.25,1780,3665,2.0,0,0,3,8,1780,0,2004,98029,1770,3669,280.3370786516854,20,0
2015-05-11,310000.0,3,1.0,1250,10723,1.0,0,0,4,7,1250,0,1961,98059,1520,10723,248.0,63,0
2014-11-03,398500.0,2,2.5,1780,1311,3.0,0,0,3,8,1350,430,2005,98103,1390,1227,223.87640449438203,19,0
2014-06-13,250600.0,4,2.5,1930,8660,1.0,0,0,3,7,1120,810,1981,98001,1830,9591,129.84455958549222,43,0
2014-08-12,352000.0,4,2.5,2470,6116,1.0,0,0,3,7,1420,1050,1985,98038,1670,7627,142.51012145748987,39,0
2014-07-15,600000.0,2,1.0,1180,2160,1.0,0,1,3,7,940,240,1909,98119,2700,5400,508.47457627118644,115,0
2015-03-24,645000.0,3,1.0,2270,4182,1.0,0,0,4,7,1170,1100,1946,98115,1860,4080,284.1409691629956,78,0
2014-07-24,291500.0,4,2.5,1770,5000,2.0,0,0,3,7,1770,0,2004,98038,2080,5100,164.68926553672316,20,0
2014-05-08,350000.0,4,1.75,2250,13515,1.0,0,0,4,8,2150,100,1940,98030,2150,12508,155.55555555555554,84,0
2014-09-19,279000.0,3,2.5,1540,7280,1.0,0,0,3,7,1080,460,1974,98003,1220,6440,181.16883116883116,50,0
2015-03-04,320000.0,2,1.0,820,5400,1.0,0,0,3,6,820,0,1940,98117,1370,5632,390.2439024390244,84,0
2015-03-10,495000.0,2,2.0,1580,5203,1.0,0,0,3,8,1580,0,2004,98053,1560,4770,313.2911392405063,20,0
2014-08-28,490000.0,4,2.5,2430,42646,1.0,0,0,3,7,1450,980,1989,98014,2000,38159,201.64609053497944,35,0
2014-07-17,770000.0,5,1.5,2160,5000,1.5,0,2,4,8,2160,0,1926,98107,1450,4265,356.48148148148147,98,0
2014-07-09,215000.0,3,1.75,1770,29004,1.0,0,0,3,8,1770,0,1959,98023,2300,24534,121.46892655367232,65,0
2015-03-30,665000.0,3,3.5,3580,95832,1.5,0,0,3,9,3580,0,2005,98038,2880,60548,185.75418994413408,19,0
2014-08-19,423500.0,3,2.25,1890,7498,1.0,0,0,3,7,1190,700,1987,98125,1660,8100,224.07407407407408,37,0
2014-10-09,850000.0,3,3.0,1910,4800,1.5,0,0,3,9,1910,0,1900,98103,1280,1310,445.0261780104712,124,1
2014-05-13,155000.0,2,1.0,910,6232,1.0,0,0,3,6,910,0,1943,98118,1070,6232,170.32967032967034,81,0
2015-04-13,505000.0,3,2.25,1460,7210,1.0,0,0,3,7,1460,0,1963,98008,1850,7519,345.8904109589041,61,0
2015-02-27,780000.0,3,3.5,3310,5558,2.0,0,0,3,9,3310,0,2005,98029,3310,5270,235.64954682779455,19,0
2014-08-25,165000.0,3,1.5,1630,22764,1.0,0,0,3,7,1630,0,1970,98032,1620,17859,101.22699386503068,54,0
2014-08-28,707000.0,2,2.5,2130,5001,1.0,0,0,5,8,1330,800,1972,98199,1750,6000,331.92488262910797,52,0
2015-05-01,497000.0,3,2.5,1220,1475,3.0,0,0,3,8,1220,0,2000,98117,1220,1546,407.37704918032784,24,0
2014-11-05,349170.0,4,1.75,1670,8856,1.0,0,2,3,7,1070,600,1955,98178,1660,8088,209.08383233532933,69,0
2015-01-02,287000.0,4,1.5,1300,10050,1.5,0,0,3,7,1300,0,1963,98059,1730,10050,220.76923076923077,61,0
2014-11-19,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,3220,0,1969,98006,4200,22114,737.5776397515529,55,0
2014-06-02,645000.0,4,2.5,2430,14400,1.0,0,0,5,8,1670,760,1963,98007,2140,9048,265.4320987654321,61,0
2014-10-16,238000.0,5,2.25,2240,9652,2.0,0,0,3,7,2240,0,1990,98055,2180,11644,106.25,34,0
2015-02-13,328000.0,5,2.25,2240,9652,2.0,0,0,3,7,2240,0,1990,98055,2180,11644,146.42857142857142,34,0
2014-11-03,365000.0,2,1.5,790,1123,2.0,0,0,3,8,700,90,2003,98119,1370,1281,462.0253164556962,21,0
2015-03-17,380000.0,3,1.0,1380,8147,1.0,0,0,4,7,1380,0,1948,98155,1360,8147,275.3623188405797,76,0
2015-03-10,525000.0,4,1.5,1680,10500,2.0,0,0,3,7,1680,0,1962,98033,1830,10264,312.5,62,0
2014-06-25,402000.0,4,2.25,2000,3672,2.0,0,0,5,7,1650,350,1926,98117,2000,5100,201.0,98,0
2015-04-24,308000.0,2,1.0,1680,9250,1.0,0,0,3,7,860,820,1969,98072,1590,9542,183.33333333333334,55,0
2014-10-09,405000.0,3,2.5,1960,6997,2.0,0,0,3,7,1960,0,2006,98065,2320,5178,206.6326530612245,18,0
2014-09-23,808000.0,3,1.75,2590,32380,1.0,0,0,3,8,2590,0,1951,98177,2340,28456,311.96911196911196,73,1
2015-02-10,875000.0,4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,98053,3370,6535,230.8707124010554,14,0
2015-03-19,860000.0,3,2.5,2370,55321,3.0,0,0,4,8,2370,0,1982,98074,2590,41553,362.8691983122363,42,0
2014-08-11,367500.0,4,2.25,1930,7925,1.0,0,0,3,8,1300,630,1960,98155,1930,7200,190.41450777202073,64,0
2014-08-05,604000.0,6,3.5,2580,13572,1.0,0,0,3,8,1290,1290,1987,98052,2020,11656,234.10852713178295,37,0
2015-02-04,230000.0,2,0.75,890,19703,1.0,0,0,3,6,890,0,1934,98045,1270,9800,258.4269662921348,90,0
2014-12-17,435000.0,4,2.75,2160,8148,1.0,0,0,3,7,1410,750,1978,98125,2060,8100,201.38888888888889,46,0
2014-10-10,347500.0,4,2.5,1970,7098,2.0,0,0,3,7,1970,0,2007,98038,1970,5361,176.39593908629442,17,0
2015-03-18,525000.0,4,1.75,1570,16697,1.0,0,2,3,7,1030,540,1981,98052,1560,9698,334.3949044585987,43,0
2014-06-03,280000.0,2,1.5,1480,15641,1.0,0,0,4,7,1480,0,1940,98146,1520,7525,189.1891891891892,84,0
2015-02-05,490000.0,2,1.5,1480,15641,1.0,0,0,4,7,1480,0,1940,98146,1520,7525,331.0810810810811,84,0
2015-03-23,265000.0,4,1.75,1430,5490,1.0,0,0,5,6,1430,0,1942,98056,1030,5900,185.3146853146853,82,0
2014-09-02,645000.0,4,2.25,2720,18295,1.0,0,0,4,8,2000,720,1979,98075,2720,18295,237.13235294117646,45,0
2015-04-27,390000.0,3,2.25,2420,31497,1.0,0,0,4,8,1750,670,1964,98058,2040,30472,161.15702479338842,60,0
2015-04-17,267500.0,3,2.5,1400,7629,1.0,0,0,3,7,1120,280,1988,98030,1530,7688,191.07142857142858,36,0
2014-12-17,1275000.0,4,3.5,5844,10766,2.0,0,1,3,11,5844,0,2007,98023,3413,10766,218.17248459958932,17,0
2014-05-06,404000.0,4,1.75,1840,10720,1.0,0,0,3,7,960,880,1958,98008,1840,9044,219.56521739130434,66,0
2015-04-29,380000.0,3,2.25,2530,12042,2.0,0,0,3,8,2530,0,1989,98042,2480,10172,150.19762845849803,35,0
2014-08-08,812500.0,4,2.75,2810,10300,1.0,0,0,4,9,1810,1000,1978,98006,2710,9900,289.1459074733096,46,0
2014-07-03,265000.0,3,1.0,1020,8610,1.0,0,0,5,7,1020,0,1959,98056,1070,5940,259.80392156862746,65,0
2014-07-09,480000.0,5,2.75,2550,7725,1.0,0,0,5,8,1390,1160,1967,98056,2450,7725,188.23529411764707,57,0
2014-09-16,264000.0,1,1.0,710,4725,1.0,0,0,3,6,710,0,1939,98133,900,5250,371.83098591549293,85,0
2015-04-23,1350000.0,5,3.0,5530,38816,1.5,0,2,3,10,5530,0,1969,98072,3800,44417,244.122965641953,55,1
2014-07-09,550000.0,4,1.75,2150,9000,1.0,0,0,4,7,1110,1040,1966,98052,2040,9000,255.8139534883721,58,0
2015-05-04,615000.0,2,1.5,880,2400,1.5,0,0,3,7,880,0,1929,98122,1220,4440,698.8636363636364,95,0
2014-05-19,464000.0,3,1.75,1630,28600,1.0,0,0,3,8,1630,0,1967,98072,2260,26000,284.66257668711654,57,0
2014-07-16,365000.0,3,1.0,1380,30940,2.0,0,0,3,8,1380,0,1976,98042,2350,32500,264.4927536231884,48,0
2014-07-15,490000.0,4,2.25,2800,10800,1.0,0,0,3,8,1680,1120,1977,98011,2260,9800,175.0,47,0
2014-06-26,280927.0,4,2.25,2070,7350,2.0,0,0,4,8,2070,0,1977,98032,2080,7210,135.71352657004832,47,0
2014-05-16,282613.0,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,98133,1340,6040,340.49759036144576,70,0
2014-10-23,675000.0,3,2.25,2770,15886,2.0,0,0,3,10,2770,0,1982,98177,3290,15886,243.68231046931407,42,0
2014-05-18,575550.0,4,2.5,2060,7475,1.0,0,0,3,8,1440,620,1985,98052,2280,8396,279.3932038834951,39,0
2014-05-20,259900.0,3,2.0,1490,7770,1.0,0,0,4,7,1490,0,1990,98042,1540,7366,174.4295302013423,34,0
2014-12-09,450000.0,4,2.25,2120,8267,2.0,0,0,3,8,2120,0,1996,98045,2150,7746,212.26415094339623,28,0
2014-07-29,487500.0,4,2.5,2810,6296,2.0,0,0,3,9,2810,0,2013,98059,2850,6140,173.48754448398577,11,0
2015-01-28,275000.0,4,2.25,2400,17842,2.0,0,0,4,7,2400,0,1973,98002,1610,12100,114.58333333333333,51,0
2014-08-11,305000.0,3,2.5,2460,5027,2.0,0,0,3,8,2460,0,2002,98042,2740,5000,123.98373983739837,22,0
2014-10-10,395000.0,3,1.75,2030,217800,1.0,0,2,4,8,2030,0,1977,98092,2570,216057,194.58128078817734,47,0
2015-04-22,215000.0,3,1.0,880,7648,1.0,0,2,4,6,880,0,1940,98022,1020,7566,244.3181818181818,84,0
2014-07-08,410000.0,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,1920,98144,1620,4000,310.6060606060606,104,0
2014-06-26,440000.0,4,2.5,2160,7826,1.0,0,0,4,7,1390,770,1976,98155,2190,9900,203.7037037037037,48,0
2014-08-29,1160000.0,4,3.5,4190,15724,2.0,0,2,3,11,4190,0,1994,98027,3300,10113,276.8496420047733,30,0
2014-11-25,500000.0,4,2.0,2280,7200,1.0,0,0,4,7,2280,0,1956,98133,1100,7620,219.2982456140351,68,0
2014-11-20,961000.0,5,2.75,2590,6120,2.0,0,0,3,8,2590,0,1909,98105,1390,3060,371.04247104247105,115,0
2014-07-24,825000.0,4,2.25,2770,9340,2.0,0,0,4,9,2770,0,1979,98027,3010,9340,297.83393501805057,45,0
2014-11-03,734000.0,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,98103,1140,3840,342.1911421911422,114,0
2014-10-02,490000.0,4,4.25,4480,5715,2.0,0,0,3,7,3680,800,2003,98030,2190,6070,109.375,21,0
2014-07-02,175000.0,4,2.5,1780,6000,2.0,0,0,3,7,1780,0,1991,98198,1630,6000,98.31460674157303,33,0
2014-06-18,190000.0,1,1.0,720,4800,1.0,0,0,3,6,720,0,1914,98118,1240,4860,263.8888888888889,110,0
2014-08-12,305000.0,4,2.25,2050,12581,2.0,0,0,4,7,2050,0,1978,98002,1620,7400,148.78048780487805,46,0
2015-03-16,1300000.0,3,1.0,2040,7936,1.0,0,3,5,8,1680,360,1940,98177,2300,10080,637.2549019607843,84,0
2014-06-09,417000.0,2,1.0,920,6600,1.0,0,0,3,6,920,0,1919,98118,1510,5944,453.2608695652174,105,1
2014-11-13,275000.0,2,1.0,680,4190,1.0,0,0,2,5,680,0,1906,98103,1070,4175,404.4117647058824,118,0
2014-12-10,661000.0,3,2.5,1940,8196,2.0,0,0,3,8,1940,0,1991,98052,2070,8514,340.7216494845361,33,0
2014-07-08,435000.0,4,2.75,2230,9640,1.0,0,0,3,8,1320,910,1998,98125,2100,9600,195.06726457399103,26,0
2014-10-23,788000.0,5,2.25,2910,9454,1.0,0,1,3,8,1910,1000,1972,98005,2400,10690,270.79037800687286,52,0
2014-06-10,1795000.0,5,3.25,5270,17232,2.0,0,1,3,10,4010,1260,1977,98040,3550,13917,340.607210626186,47,1
2014-06-30,408000.0,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,98118,1560,5647,144.68085106382978,118,1
2014-10-20,570000.0,2,1.0,1790,3760,1.5,0,0,4,8,1490,300,1912,98144,1458,3760,318.43575418994413,112,0
2015-05-07,1540000.0,5,3.25,2920,6960,2.0,0,1,3,9,2120,800,1953,98105,2470,6735,527.3972602739726,71,1
2014-05-05,400000.0,2,1.0,840,5510,1.0,0,0,3,7,840,0,1955,98136,1630,5510,476.1904761904762,69,0
2014-10-17,247000.0,3,1.75,1820,8740,1.0,0,0,4,8,1820,0,1987,98023,2210,8320,135.71428571428572,37,0
2015-03-04,453000.0,3,1.75,1550,7200,1.0,0,0,3,7,1100,450,1949,98125,1560,7440,292.258064516129,75,0
2014-05-08,235000.0,2,1.0,1270,3008,1.0,0,0,4,6,650,620,1923,98118,1270,1514,185.03937007874015,101,0
2015-04-21,675000.0,4,1.75,2460,5750,1.5,0,3,5,7,1620,840,1919,98126,1760,4830,274.390243902439,105,0
2014-06-10,516200.0,3,2.0,2110,5150,1.0,0,0,5,6,1080,1030,1919,98118,1170,5107,244.64454976303318,105,0
2014-07-14,650000.0,1,1.0,920,91476,1.5,0,0,3,6,920,0,1996,98070,1746,91476,706.5217391304348,28,1
2014-12-16,257100.0,3,1.5,1500,10227,1.0,0,0,4,7,1000,500,1945,98022,1490,7670,171.4,79,0
2015-03-30,457000.0,2,2.0,1440,9985,1.0,0,0,3,8,1440,0,2006,98053,1510,4560,317.3611111111111,18,0
2014-11-17,540000.0,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,1929,98117,1610,3478,335.40372670807454,95,0
2014-06-03,268000.0,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,98032,1970,8400,136.04060913705584,58,0
2014-07-08,300000.0,3,1.0,1150,7314,1.0,0,0,3,7,1150,0,1960,98008,1350,7350,260.8695652173913,64,0
2014-09-09,380000.0,2,2.5,2110,114127,1.0,0,0,4,8,1590,520,1975,98031,1960,11250,180.09478672985782,49,0
2014-06-27,725000.0,3,2.5,3580,54450,1.5,0,0,3,9,3580,0,1990,98038,3090,35943,202.51396648044692,34,0
2014-06-23,249000.0,3,1.0,1000,19204,1.0,0,0,3,7,1000,0,1968,98042,2450,25927,249.0,56,1
2014-08-05,274000.0,5,1.0,1680,9383,1.0,0,0,3,7,1400,280,1929,98155,1680,9458,163.0952380952381,95,0
2015-04-29,1780000.0,4,3.25,3950,10912,2.0,0,0,3,10,3950,0,2003,98004,3000,10998,450.63291139240505,21,0
2014-06-23,396500.0,3,1.75,2390,7149,1.0,0,0,3,8,1350,1040,1955,98125,1710,7402,165.89958158995816,69,0
2014-11-19,460000.0,2,1.5,1820,7800,1.0,0,0,4,7,1240,580,1956,98133,1400,7800,252.74725274725276,68,0
2014-06-16,277000.0,3,1.0,1100,8536,1.0,0,0,4,7,1100,0,1957,98118,1570,8040,251.8181818181818,67,0
2014-11-04,449500.0,6,4.0,2280,5275,1.0,0,0,3,7,1270,1010,1998,98108,1760,6642,197.14912280701753,26,0
2014-09-03,785950.0,4,3.0,2530,4560,1.5,0,0,3,7,1540,990,1925,98112,1640,4560,310.6521739130435,99,1
2014-06-16,545000.0,3,2.5,1940,9775,1.0,0,2,3,8,1440,500,1975,98034,2830,9775,280.92783505154637,49,0
2014-12-22,244000.0,3,2.0,1360,9688,1.0,0,0,4,7,1360,0,1983,98003,1390,9685,179.41176470588235,41,0
2014-08-22,165000.0,3,2.5,1660,2415,2.0,0,0,3,7,1660,0,1983,98042,1740,2624,99.39759036144578,41,0
2014-06-09,435000.0,2,1.0,800,5000,1.0,0,0,3,7,800,0,1906,98107,1410,5000,543.75,118,0
2014-05-30,642000.0,3,2.5,2670,10082,1.0,0,0,3,10,2670,0,1987,98074,2740,10854,240.4494382022472,37,0
2015-04-09,340000.0,3,2.5,1720,4120,2.0,0,0,3,7,1720,0,1999,98148,1720,5544,197.67441860465115,25,0
2014-07-22,730000.0,4,2.5,3550,35689,2.0,0,0,4,9,3550,0,1991,98077,3350,35711,205.6338028169014,33,0
2015-01-23,563250.0,3,1.75,1370,2800,1.0,0,0,5,7,800,570,1982,98122,2270,3773,411.13138686131384,42,0
2014-05-02,675000.0,5,2.5,2820,67518,2.0,0,0,3,8,2820,0,1979,98029,2820,48351,239.36170212765958,45,0
2014-05-12,620000.0,3,1.5,1620,6630,1.0,0,0,3,8,1280,340,1954,98117,1880,5100,382.71604938271605,70,0
2014-12-10,275000.0,2,2.0,1290,9041,1.0,0,0,3,7,950,340,1956,98108,1290,5000,213.1782945736434,68,0
2014-05-12,270000.0,3,1.0,1830,8209,1.0,0,0,3,7,1830,0,1942,98028,2150,12000,147.54098360655738,82,0
2015-04-15,325000.0,4,2.5,2040,5472,2.0,0,0,3,8,2040,0,2003,98092,2420,5782,159.31372549019608,21,0
2014-10-03,476100.0,4,2.5,1850,1836,2.0,0,0,3,7,1600,250,2005,98029,1770,2236,257.35135135135135,19,0
2014-10-20,700000.0,2,1.0,1300,12000,1.0,0,0,4,8,1300,0,1959,98004,2420,15000,538.4615384615385,65,0
2014-09-26,220000.0,4,2.0,1620,5200,1.5,0,0,4,7,1620,0,1978,98042,1500,5200,135.80246913580248,46,0
2014-11-14,236000.0,3,1.75,1560,10919,1.0,0,0,3,7,1560,0,1975,98023,1730,10919,151.28205128205127,49,0
2014-05-02,790000.0,3,2.5,2600,4750,1.0,0,0,4,9,1700,900,1951,98117,2380,4750,303.84615384615387,73,0
2014-08-20,350000.0,3,1.0,2010,6000,1.0,0,0,3,7,1210,800,1967,98108,2460,6000,174.12935323383084,57,0
2015-03-24,130000.0,2,1.0,780,5300,1.0,0,0,3,6,780,0,1941,98146,780,5300,166.66666666666666,83,0
2014-05-27,283200.0,4,2.5,1982,6406,2.0,0,0,3,8,1982,0,2004,98030,2340,6501,142.8859737638749,20,0
2014-10-15,273000.0,3,1.0,1500,6250,1.0,0,0,3,6,890,610,1945,98126,1210,6250,182.0,79,0
2014-12-15,599000.0,5,2.25,2460,8710,1.0,0,0,4,8,1330,1130,1976,98052,2460,8870,243.4959349593496,48,0
2015-04-23,460000.0,4,2.5,2680,11998,1.0,0,3,3,8,1510,1170,1960,98003,2680,12746,171.6417910447761,64,0
2014-05-09,1157200.0,4,4.25,5860,52889,2.0,0,0,4,10,4910,950,1996,98072,3320,39066,197.47440273037543,28,0
2014-06-10,385000.0,4,1.75,1720,8750,1.0,0,0,3,7,860,860,1971,98034,1790,8750,223.8372093023256,53,0
2014-09-10,264250.0,3,1.0,1420,7420,1.5,0,0,3,6,1420,0,1944,98178,1290,6600,186.09154929577466,80,0
2014-10-29,608000.0,3,2.5,1760,1472,3.0,0,0,3,8,1640,120,2006,98119,1760,5400,345.45454545454544,18,0
2014-09-15,450000.0,3,2.5,2790,48994,2.0,0,0,4,9,2790,0,1984,98042,2550,37834,161.29032258064515,40,0
2014-07-03,1755000.0,3,2.0,2360,4800,2.0,0,0,3,9,2360,0,1909,98112,2260,4800,743.6440677966102,115,1
2014-11-14,339950.0,5,2.0,1890,6050,2.0,0,0,4,7,1890,0,1944,98178,1170,6050,179.86772486772486,80,0
2015-04-10,760000.0,6,3.75,3810,6150,2.0,0,0,4,8,3810,0,1977,98103,1830,5125,199.4750656167979,47,0
2015-04-08,350000.0,2,1.0,1160,5395,1.0,0,0,3,7,860,300,1940,98103,1664,5363,301.7241379310345,84,0
2015-04-21,541500.0,3,1.75,2320,55847,1.0,0,2,4,8,2320,0,1960,98001,2400,26112,233.4051724137931,64,0
2015-03-27,730000.0,6,2.75,3280,16449,1.0,0,0,4,7,1910,1370,1963,98007,2550,9532,222.5609756097561,61,0
2015-04-29,215000.0,3,1.0,980,5600,1.0,0,0,2,6,980,0,1949,98106,1840,5302,219.3877551020408,75,0
